;v0.3.135e1_chain8_ECAI-CL_Ligne_8All
Standard deviation of total size of solve for covered manif. (min) ;414.7324438719498;
Standard deviation of total size of solve for covered manif. (max) ;414.7324438719498;
Standard deviation of max size of solve for covered manif. (avg) ;6.139014578904337;
Standard deviation of max size of solve for covered manif. (stddev) ;0.0;
Standard deviation of max size of solve for covered manif. (min) ;6.139014578904337;
Standard deviation of max size of solve for covered manif. (max) ;6.139014578904337;
Standard deviation of min size of solve for covered manif. (avg) ;1.653594569415369;
Standard deviation of min size of solve for covered manif. (stddev) ;0.0;
Standard deviation of min size of solve for covered manif. (min) ;1.653594569415369;
Standard deviation of min size of solve for covered manif. (max) ;1.653594569415369;
Product of nb of solve for prove manif (avg) ;50000.0;
Product of nb of solve for prove manif (stddev) ;0.0;
Product of nb of solve for prove manif (min) ;50000;
Product of nb of solve for prove manif (max) ;50000;
Product of total size of solve for prove manif (avg) ;6.017671554048E14;
Product of total size of solve for prove manif (stddev) ;0.0;
Product of total size of solve for prove manif (min) ;601767155404800;
Product of total size of solve for prove manif (max) ;601767155404800;
Product of max size of solve for prove manif (avg) ;1.4453125E11;
Product of max size of solve for prove manif (stddev) ;0.0;
Product of max size of solve for prove manif (min) ;144531250000;
Product of max size of solve for prove manif (max) ;144531250000;
Product of min size of solve for prove manif (avg) ;2.56981248E8;
Product of min size of solve for prove manif (stddev) ;0.0;
Product of min size of solve for prove manif (min) ;256981248;
Product of min size of solve for prove manif (max) ;256981248;
Max of nb of solve for prove manif (avg) ;5.0;
Max of nb of solve for prove manif (stddev) ;0.0;
Max of nb of solve for prove manif (min) ;5;
Max of nb of solve for prove manif (max) ;5;
Max of total size of solve for prove manif (avg) ;134.0;
Max of total size of solve for prove manif (stddev) ;0.0;
Max of total size of solve for prove manif (min) ;134;
Max of total size of solve for prove manif (max) ;134;
Max of max size of solve for prove manif (avg) ;37.0;
Max of max size of solve for prove manif (stddev) ;0.0;
Max of max size of solve for prove manif (min) ;37;
Max of max size of solve for prove manif (max) ;37;
Max of min size of solve for prove manif (avg) ;17.0;
Max of min size of solve for prove manif (stddev) ;0.0;
Max of min size of solve for prove manif (min) ;17;
Max of min size of solve for prove manif (max) ;17;
Min of nb of solve for prove manif (avg) ;2.0;
Min of nb of solve for prove manif (stddev) ;0.0;
Min of nb of solve for prove manif (min) ;2;
Min of nb of solve for prove manif (max) ;2;
Min of total size of solve for prove manif (avg) ;32.0;
Min of total size of solve for prove manif (stddev) ;0.0;
Min of total size of solve for prove manif (min) ;32;
Min of total size of solve for prove manif (max) ;32;
Min of max size of solve for prove manif (avg) ;16.0;
Min of max size of solve for prove manif (stddev) ;0.0;
Min of max size of solve for prove manif (min) ;16;
Min of max size of solve for prove manif (max) ;16;
Min of min size of solve for prove manif (avg) ;9.0;
Min of min size of solve for prove manif (stddev) ;0.0;
Min of min size of solve for prove manif (min) ;9;
Min of min size of solve for prove manif (max) ;9;
Sum of nb of solve for prove manif (avg) ;33.0;
Sum of nb of solve for prove manif (stddev) ;0.0;
Sum of nb of solve for prove manif (min) ;33;
Sum of nb of solve for prove manif (max) ;33;
Sum of total size of solve for prove manif (avg) ;611.0;
Sum of total size of solve for prove manif (stddev) ;0.0;
Sum of total size of solve for prove manif (min) ;611;
Sum of total size of solve for prove manif (max) ;611;
Sum of max size of solve for prove manif (avg) ;203.0;
Sum of max size of solve for prove manif (stddev) ;0.0;
Sum of max size of solve for prove manif (min) ;203;
Sum of max size of solve for prove manif (max) ;203;
Sum of min size of solve for prove manif (avg) ;94.0;
Sum of min size of solve for prove manif (stddev) ;0.0;
Sum of min size of solve for prove manif (min) ;94;
Sum of min size of solve for prove manif (max) ;94;
Average of nb of solve for prove manif (avg) ;4.125;
Average of nb of solve for prove manif (stddev) ;0.0;
Average of nb of solve for prove manif (min) ;4.125;
Average of nb of solve for prove manif (max) ;4.125;
Average of total size of solve for prove manif (avg) ;76.375;
Average of total size of solve for prove manif (stddev) ;0.0;
Average of total size of solve for prove manif (min) ;76.375;
Average of total size of solve for prove manif (max) ;76.375;
Average of max size of solve for prove manif (avg) ;25.375;
Average of max size of solve for prove manif (stddev) ;0.0;
Average of max size of solve for prove manif (min) ;25.375;
Average of max size of solve for prove manif (max) ;25.375;
Average of min size of solve for prove manif (avg) ;11.75;
Average of min size of solve for prove manif (stddev) ;0.0;
Average of min size of solve for prove manif (min) ;11.75;
Average of min size of solve for prove manif (max) ;11.75;
Standard deviation of nb of solve for prove manif (avg) ;1.2686114456365274;
Standard deviation of nb of solve for prove manif (stddev) ;0.0;
Standard deviation of nb of solve for prove manif (min) ;1.2686114456365274;
Standard deviation of nb of solve for prove manif (max) ;1.2686114456365274;
Standard deviation of total size of solve for prove manif (avg) ;28.97817066344941;
Standard deviation of total size of solve for prove manif (stddev) ;0.0;
Standard deviation of total size of solve for prove manif (min) ;28.97817066344941;
Standard deviation of total size of solve for prove manif (max) ;28.97817066344941;
Standard deviation of max size of solve for prove manif (avg) ;5.290025992374707;
Standard deviation of max size of solve for prove manif (stddev) ;0.0;
Standard deviation of max size of solve for prove manif (min) ;5.290025992374707;
Standard deviation of max size of solve for prove manif (max) ;5.290025992374707;
Standard deviation of min size of solve for prove manif (avg) ;3.5619517121937516;
Standard deviation of min size of solve for prove manif (stddev) ;0.0;
Standard deviation of min size of solve for prove manif (min) ;3.5619517121937516;
Standard deviation of min size of solve for prove manif (max) ;3.5619517121937516;
Product of nb of solve for addtotheory (avg) ;30000.0;
Product of nb of solve for addtotheory (stddev) ;0.0;
Product of nb of solve for addtotheory (min) ;30000;
Product of nb of solve for addtotheory (max) ;30000;
Product of total size of solve for addtotheory (avg) ;1.0141824E8;
Product of total size of solve for addtotheory (stddev) ;0.0;
Product of total size of solve for addtotheory (min) ;101418240;
Product of total size of solve for addtotheory (max) ;101418240;
Product of max size of solve for addtotheory (avg) ;6561.0;
Product of max size of solve for addtotheory (stddev) ;0.0;
Product of max size of solve for addtotheory (min) ;6561;
Product of max size of solve for addtotheory (max) ;6561;
Product of min size of solve for addtotheory (avg) ;384.0;
Product of min size of solve for addtotheory (stddev) ;0.0;
Product of min size of solve for addtotheory (min) ;384;
Product of min size of solve for addtotheory (max) ;384;
Max of nb of solve for addtotheory (avg) ;5.0;
Max of nb of solve for addtotheory (stddev) ;0.0;
Max of nb of solve for addtotheory (min) ;5;
Max of nb of solve for addtotheory (max) ;5;
Max of total size of solve for addtotheory (avg) ;14.0;
Max of total size of solve for addtotheory (stddev) ;0.0;
Max of total size of solve for addtotheory (min) ;14;
Max of total size of solve for addtotheory (max) ;14;
Max of max size of solve for addtotheory (avg) ;3.0;
Max of max size of solve for addtotheory (stddev) ;0.0;
Max of max size of solve for addtotheory (min) ;3;
Max of max size of solve for addtotheory (max) ;3;
Max of min size of solve for addtotheory (avg) ;3.0;
Max of min size of solve for addtotheory (stddev) ;0.0;
Max of min size of solve for addtotheory (min) ;3;
Max of min size of solve for addtotheory (max) ;3;
Min of nb of solve for addtotheory (avg) ;2.0;
Min of nb of solve for addtotheory (stddev) ;0.0;
Min of nb of solve for addtotheory (min) ;2;
Min of nb of solve for addtotheory (max) ;2;
Min of total size of solve for addtotheory (avg) ;5.0;
Min of total size of solve for addtotheory (stddev) ;0.0;
Min of total size of solve for addtotheory (min) ;5;
Min of total size of solve for addtotheory (max) ;5;
Min of max size of solve for addtotheory (avg) ;3.0;
Min of max size of solve for addtotheory (stddev) ;0.0;
Min of max size of solve for addtotheory (min) ;3;
Min of max size of solve for addtotheory (max) ;3;
Min of min size of solve for addtotheory (avg) ;2.0;
Min of min size of solve for addtotheory (stddev) ;0.0;
Min of min size of solve for addtotheory (min) ;2;
Min of min size of solve for addtotheory (max) ;2;
Sum of nb of solve for addtotheory (avg) ;31.0;
Sum of nb of solve for addtotheory (stddev) ;0.0;
Sum of nb of solve for addtotheory (min) ;31;
Sum of nb of solve for addtotheory (max) ;31;
Sum of total size of solve for addtotheory (avg) ;86.0;
Sum of total size of solve for addtotheory (stddev) ;0.0;
Sum of total size of solve for addtotheory (min) ;86;
Sum of total size of solve for addtotheory (max) ;86;
Sum of max size of solve for addtotheory (avg) ;24.0;
Sum of max size of solve for addtotheory (stddev) ;0.0;
Sum of max size of solve for addtotheory (min) ;24;
Sum of max size of solve for addtotheory (max) ;24;
Sum of min size of solve for addtotheory (avg) ;17.0;
Sum of min size of solve for addtotheory (stddev) ;0.0;
Sum of min size of solve for addtotheory (min) ;17;
Sum of min size of solve for addtotheory (max) ;17;
Average of nb of solve for addtotheory (avg) ;3.875;
Average of nb of solve for addtotheory (stddev) ;0.0;
Average of nb of solve for addtotheory (min) ;3.875;
Average of nb of solve for addtotheory (max) ;3.875;
Average of total size of solve for addtotheory (avg) ;10.75;
Average of total size of solve for addtotheory (stddev) ;0.0;
Average of total size of solve for addtotheory (min) ;10.75;
Average of total size of solve for addtotheory (max) ;10.75;
Average of max size of solve for addtotheory (avg) ;3.0;
Average of max size of solve for addtotheory (stddev) ;0.0;
Average of max size of solve for addtotheory (min) ;3.0;
Average of max size of solve for addtotheory (max) ;3.0;
Average of min size of solve for addtotheory (avg) ;2.125;
Average of min size of solve for addtotheory (stddev) ;0.0;
Average of min size of solve for addtotheory (min) ;2.125;
Average of min size of solve for addtotheory (max) ;2.125;
Standard deviation of nb of solve for addtotheory (avg) ;1.2686114456365274;
Standard deviation of nb of solve for addtotheory (stddev) ;0.0;
